"time_period","time_identifier","geographic_level","country_name","country_code","age_youth_adult","age_summary","ssa_tier_1","learner_home_depriv","apps_level","apps_level_detailed","participation","starts","achievements"
202122,Academic year,National,England,E92000001,19+,19-24,"Science and Mathematics",One (most deprived),Total,Total,z,10,10
202122,Academic year,National,England,E92000001,19+,19-24,"Science and Mathematics",Two,Total,Total,z,20,10
202122,Academic year,National,England,E92000001,19+,19-24,"Science and Mathematics",Three,Total,Total,z,30,10
202122,Academic year,National,England,E92000001,19+,19-24,"Science and Mathematics",Four,Total,Total,z,20,10
202122,Academic year,National,England,E92000001,19+,19-24,"Science and Mathematics",Five (least deprived),Total,Total,z,20,low
202122,Academic year,National,England,E92000001,19+,19-24,"Science and Mathematics",Unknown,Total,Total,z,low,low
202122,Academic year,National,England,E92000001,19+,19-24,"Science and Mathematics",Total,Higher Apprenticeship,Total,z,100,30
202122,Academic year,National,England,E92000001,19+,19-24,"Science and Mathematics",One (most deprived),Higher Apprenticeship,Total,z,10,10
202122,Academic year,National,England,E92000001,19+,19-24,"Science and Mathematics",Two,Higher Apprenticeship,Total,z,20,10
202122,Academic year,National,England,E92000001,19+,19-24,"Science and Mathematics",Three,Higher Apprenticeship,Total,z,30,10
202122,Academic year,National,England,E92000001,19+,19-24,"Science and Mathematics",Four,Higher Apprenticeship,Total,z,20,10
202122,Academic year,National,England,E92000001,19+,19-24,"Science and Mathematics",Five (least deprived),Higher Apprenticeship,Total,z,20,low
202122,Academic year,National,England,E92000001,19+,19-24,"Science and Mathematics",Unknown,Higher Apprenticeship,Total,z,low,low
202122,Academic year,National,England,E92000001,19+,19-24,"Science and Mathematics",Total,Higher Apprenticeship,Level 5,z,30,10
202122,Academic year,National,England,E92000001,19+,19-24,"Science and Mathematics",One (most deprived),Higher Apprenticeship,Level 5,z,low,low
202122,Academic year,National,England,E92000001,19+,19-24,"Science and Mathematics",Two,Higher Apprenticeship,Level 5,z,low,low
202122,Academic year,National,England,E92000001,19+,19-24,"Science and Mathematics",Three,Higher Apprenticeship,Level 5,z,10,low
202122,Academic year,National,England,E92000001,19+,19-24,"Science and Mathematics",Four,Higher Apprenticeship,Level 5,z,10,low
202122,Academic year,National,England,E92000001,19+,19-24,"Science and Mathematics",Five (least deprived),Higher Apprenticeship,Level 5,z,10,low
202122,Academic year,National,England,E92000001,19+,19-24,"Science and Mathematics",Unknown,Higher Apprenticeship,Level 5,z,low,low
202122,Academic year,National,England,E92000001,19+,19-24,"Science and Mathematics",Total,Higher Apprenticeship,Level 6,z,40,10
202122,Academic year,National,England,E92000001,19+,19-24,"Science and Mathematics",One (most deprived),Higher Apprenticeship,Level 6,z,10,10
202122,Academic year,National,England,E92000001,19+,19-24,"Science and Mathematics",Two,Higher Apprenticeship,Level 6,z,10,low
202122,Academic year,National,England,E92000001,19+,19-24,"Science and Mathematics",Three,Higher Apprenticeship,Level 6,z,10,low
202122,Academic year,National,England,E92000001,19+,19-24,"Science and Mathematics",Four,Higher Apprenticeship,Level 6,z,10,low
202122,Academic year,National,England,E92000001,19+,19-24,"Science and Mathematics",Five (least deprived),Higher Apprenticeship,Level 6,z,10,low
202122,Academic year,National,England,E92000001,19+,19-24,"Science and Mathematics",Total,Higher Apprenticeship,Level 7,z,30,low
202122,Academic year,National,England,E92000001,19+,19-24,"Science and Mathematics",One (most deprived),Higher Apprenticeship,Level 7,z,low,low
202122,Academic year,National,England,E92000001,19+,19-24,"Science and Mathematics",Two,Higher Apprenticeship,Level 7,z,10,low
202122,Academic year,National,England,E92000001,19+,19-24,"Science and Mathematics",Three,Higher Apprenticeship,Level 7,z,10,low
202122,Academic year,National,England,E92000001,19+,19-24,"Science and Mathematics",Four,Higher Apprenticeship,Level 7,z,10,low
202122,Academic year,National,England,E92000001,19+,19-24,"Science and Mathematics",Five (least deprived),Higher Apprenticeship,Level 7,z,low,low
202122,Academic year,National,England,E92000001,19+,19-24,"Social Sciences",Total,Total,Total,z,100,low
202122,Academic year,National,England,E92000001,19+,19-24,"Social Sciences",One (most deprived),Total,Total,z,10,low
202122,Academic year,National,England,E92000001,19+,19-24,"Social Sciences",Two,Total,Total,z,20,low
202122,Academic year,National,England,E92000001,19+,19-24,"Social Sciences",Three,Total,Total,z,20,low
202122,Academic year,National,England,E92000001,19+,19-24,"Social Sciences",Four,Total,Total,z,30,low
202122,Academic year,National,England,E92000001,19+,19-24,"Social Sciences",Five (least deprived),Total,Total,z,20,low
202122,Academic year,National,England,E92000001,19+,19-24,"Social Sciences",Unknown,Total,Total,z,low,low
202122,Academic year,National,England,E92000001,19+,19-24,"Social Sciences",Total,Higher Apprenticeship,Total,z,100,low
202122,Academic year,National,England,E92000001,19+,19-24,"Social Sciences",One (most deprived),Higher Apprenticeship,Total,z,10,low
202122,Academic year,National,England,E92000001,19+,19-24,"Social Sciences",Two,Higher Apprenticeship,Total,z,20,low
202122,Academic year,National,England,E92000001,19+,19-24,"Social Sciences",Three,Higher Apprenticeship,Total,z,20,low
202122,Academic year,National,England,E92000001,19+,19-24,"Social Sciences",Four,Higher Apprenticeship,Total,z,30,low
202122,Academic year,National,England,E92000001,19+,19-24,"Social Sciences",Five (least deprived),Higher Apprenticeship,Total,z,20,low
202122,Academic year,National,England,E92000001,19+,19-24,"Social Sciences",Unknown,Higher Apprenticeship,Total,z,low,low
202122,Academic year,National,England,E92000001,19+,19-24,"Social Sciences",Total,Higher Apprenticeship,Level 6,z,30,low
202122,Academic year,National,England,E92000001,19+,19-24,"Social Sciences",One (most deprived),Higher Apprenticeship,Level 6,z,low,low
202122,Academic year,National,England,E92000001,19+,19-24,"Social Sciences",Two,Higher Apprenticeship,Level 6,z,10,low
202122,Academic year,National,England,E92000001,19+,19-24,"Social Sciences",Three,Higher Apprenticeship,Level 6,z,10,low
202122,Academic year,National,England,E92000001,19+,19-24,"Social Sciences",Four,Higher Apprenticeship,Level 6,z,10,low
202122,Academic year,National,England,E92000001,19+,19-24,"Social Sciences",Five (least deprived),Higher Apprenticeship,Level 6,z,10,low
202122,Academic year,National,England,E92000001,19+,19-24,"Social Sciences",Unknown,Higher Apprenticeship,Level 6,z,low,low
202122,Academic year,National,England,E92000001,19+,19-24,"Social Sciences",Total,Higher Apprenticeship,Level 7,z,70,low
202122,Academic year,National,England,E92000001,19+,19-24,"Social Sciences",One (most deprived),Higher Apprenticeship,Level 7,z,10,low
202122,Academic year,National,England,E92000001,19+,19-24,"Social Sciences",Two,Higher Apprenticeship,Level 7,z,20,low
202122,Academic year,National,England,E92000001,19+,19-24,"Social Sciences",Three,Higher Apprenticeship,Level 7,z,10,low
202122,Academic year,National,England,E92000001,19+,19-24,"Social Sciences",Four,Higher Apprenticeship,Level 7,z,20,low
202122,Academic year,National,England,E92000001,19+,19-24,"Social Sciences",Five (least deprived),Higher Apprenticeship,Level 7,z,20,low
202122,Academic year,National,England,E92000001,19+,25+,"Total",Total,Total,Total,358680,165340,60850
202122,Academic year,National,England,E92000001,19+,25+,"Total",One (most deprived),Total,Total,74960,36050,12260
202122,Academic year,National,England,E92000001,19+,25+,"Total",Two,Total,Total,78030,36380,13030
202122,Academic year,National,England,E92000001,19+,25+,"Total",Three,Total,Total,73990,33920,12610
202122,Academic year,National,England,E92000001,19+,25+,"Total",Four,Total,Total,69330,31140,11940
202122,Academic year,National,England,E92000001,19+,25+,"Total",Five (least deprived),Total,Total,59040,25990,10340
202122,Academic year,National,England,E92000001,19+,25+,"Total",Unknown,Total,Total,3330,1870,670
202122,Academic year,National,England,E92000001,19+,25+,"Total",Total,Intermediate Apprenticeship,Total,57650,29330,11830
202122,Academic year,National,England,E92000001,19+,25+,"Total",One (most deprived),Intermediate Apprenticeship,Total,16290,8410,3150
202122,Academic year,National,England,E92000001,19+,25+,"Total",Two,Intermediate Apprenticeship,Total,13210,6780,2630
202122,Academic year,National,England,E92000001,19+,25+,"Total",Three,Intermediate Apprenticeship,Total,11540,5660,2490
202122,Academic year,National,England,E92000001,19+,25+,"Total",Four,Intermediate Apprenticeship,Total,9230,4770,1970
202122,Academic year,National,England,E92000001,19+,25+,"Total",Five (least deprived),Intermediate Apprenticeship,Total,6910,3420,1500
202122,Academic year,National,England,E92000001,19+,25+,"Total",Unknown,Intermediate Apprenticeship,Total,460,300,100
202122,Academic year,National,England,E92000001,19+,25+,"Total",Total,Intermediate Apprenticeship,Level 2,z,29330,11830
202122,Academic year,National,England,E92000001,19+,25+,"Total",One (most deprived),Intermediate Apprenticeship,Level 2,z,8410,3150
202122,Academic year,National,England,E92000001,19+,25+,"Total",Two,Intermediate Apprenticeship,Level 2,z,6780,2630
202122,Academic year,National,England,E92000001,19+,25+,"Total",Three,Intermediate Apprenticeship,Level 2,z,5660,2490
202122,Academic year,National,England,E92000001,19+,25+,"Total",Four,Intermediate Apprenticeship,Level 2,z,4770,1970
202122,Academic year,National,England,E92000001,19+,25+,"Total",Five (least deprived),Intermediate Apprenticeship,Level 2,z,3420,1500
202122,Academic year,National,England,E92000001,19+,25+,"Total",Unknown,Intermediate Apprenticeship,Level 2,z,300,100
202122,Academic year,National,England,E92000001,19+,25+,"Total",Total,Advanced Apprenticeship,Total,138580,64510,26600
202122,Academic year,National,England,E92000001,19+,25+,"Total",One (most deprived),Advanced Apprenticeship,Total,31420,14890,5500
202122,Academic year,National,England,E92000001,19+,25+,"Total",Two,Advanced Apprenticeship,Total,31130,14530,5880
202122,Academic year,National,England,E92000001,19+,25+,"Total",Three,Advanced Apprenticeship,Total,28460,13280,5470
202122,Academic year,National,England,E92000001,19+,25+,"Total",Four,Advanced Apprenticeship,Total,25730,11630,5100
202122,Academic year,National,England,E92000001,19+,25+,"Total",Five (least deprived),Advanced Apprenticeship,Total,20610,9490,4310
202122,Academic year,National,England,E92000001,19+,25+,"Total",Unknown,Advanced Apprenticeship,Total,1240,690,330
202122,Academic year,National,England,E92000001,19+,25+,"Total",Total,Advanced Apprenticeship,Level 3,z,64510,26600
202122,Academic year,National,England,E92000001,19+,25+,"Total",One (most deprived),Advanced Apprenticeship,Level 3,z,14890,5500
202122,Academic year,National,England,E92000001,19+,25+,"Total",Two,Advanced Apprenticeship,Level 3,z,14530,5880
202122,Academic year,National,England,E92000001,19+,25+,"Total",Three,Advanced Apprenticeship,Level 3,z,13280,5470
202122,Academic year,National,England,E92000001,19+,25+,"Total",Four,Advanced Apprenticeship,Level 3,z,11630,5100
202122,Academic year,National,England,E92000001,19+,25+,"Total",Five (least deprived),Advanced Apprenticeship,Level 3,z,9490,4310
202122,Academic year,National,England,E92000001,19+,25+,"Total",Unknown,Advanced Apprenticeship,Level 3,z,690,330
202122,Academic year,National,England,E92000001,19+,25+,"Total",Total,Higher Apprenticeship,Total,163390,71500,22420
202122,Academic year,National,England,E92000001,19+,25+,"Total",One (most deprived),Higher Apprenticeship,Total,27490,12760,3610
202122,Academic year,National,England,E92000001,19+,25+,"Total",Two,Higher Apprenticeship,Total,33890,15060,4510
202122,Academic year,National,England,E92000001,19+,25+,"Total",Three,Higher Apprenticeship,Total,34170,14980,4650
202122,Academic year,National,England,E92000001,19+,25+,"Total",Four,Higher Apprenticeship,Total,34540,14740,4880
202122,Academic year,National,England,E92000001,19+,25+,"Total",Five (least deprived),Higher Apprenticeship,Total,31670,13080,4540
202122,Academic year,National,England,E92000001,19+,25+,"Total",Unknown,Higher Apprenticeship,Total,1630,880,240
202122,Academic year,National,England,E92000001,19+,25+,"Total",Total,Higher Apprenticeship,Level 4,z,22580,6710
202122,Academic year,National,England,E92000001,19+,25+,"Total",One (most deprived),Higher Apprenticeship,Level 4,z,4430,1110
202122,Academic year,National,England,E92000001,19+,25+,"Total",Two,Higher Apprenticeship,Level 4,z,5000,1380
202122,Academic year,National,England,E92000001,19+,25+,"Total",Three,Higher Apprenticeship,Level 4,z,4690,1460
202122,Academic year,National,England,E92000001,19+,25+,"Total",Four,Higher Apprenticeship,Level 4,z,4430,1420
202122,Academic year,National,England,E92000001,19+,25+,"Total",Five (least deprived),Higher Apprenticeship,Level 4,z,3740,1270
202122,Academic year,National,England,E92000001,19+,25+,"Total",Unknown,Higher Apprenticeship,Level 4,z,300,80
202122,Academic year,National,England,E92000001,19+,25+,"Total",Total,Higher Apprenticeship,Level 5,z,24360,9430
202122,Academic year,National,England,E92000001,19+,25+,"Total",One (most deprived),Higher Apprenticeship,Level 5,z,4540,1730
202122,Academic year,National,England,E92000001,19+,25+,"Total",Two,Higher Apprenticeship,Level 5,z,5180,1960
202122,Academic year,National,England,E92000001,19+,25+,"Total",Three,Higher Apprenticeship,Level 5,z,5040,1880
202122,Academic year,National,England,E92000001,19+,25+,"Total",Four,Higher Apprenticeship,Level 5,z,5000,1970
202122,Academic year,National,England,E92000001,19+,25+,"Total",Five (least deprived),Higher Apprenticeship,Level 5,z,4330,1790
202122,Academic year,National,England,E92000001,19+,25+,"Total",Unknown,Higher Apprenticeship,Level 5,z,270,90
202122,Academic year,National,England,E92000001,19+,25+,"Total",Total,Higher Apprenticeship,Level 6,z,12860,2750
202122,Academic year,National,England,E92000001,19+,25+,"Total",One (most deprived),Higher Apprenticeship,Level 6,z,2280,480
202122,Academic year,National,England,E92000001,19+,25+,"Total",Two,Higher Apprenticeship,Level 6,z,2710,560
