"time_period","time_identifier","geographic_level","country_name","country_code","age_youth_adult","age_summary","ssa_tier_1","learner_home_depriv","apps_level","apps_level_detailed","participation","starts","achievements"
202324,Academic year,National,England,E92000001,19+,25+,"Engineering and Manufacturing Technologies",Three,Total,Total,z,2390,1770
202324,Academic year,National,England,E92000001,19+,25+,"Engineering and Manufacturing Technologies",Four,Total,Total,z,2190,1470
202324,Academic year,National,England,E92000001,19+,25+,"Engineering and Manufacturing Technologies",Five (least deprived),Total,Total,z,1500,1030
202324,Academic year,National,England,E92000001,19+,25+,"Engineering and Manufacturing Technologies",Unknown,Total,Total,z,190,160
202324,Academic year,National,England,E92000001,19+,25+,"Engineering and Manufacturing Technologies",Total,Intermediate Apprenticeship,Total,z,3450,3640
202324,Academic year,National,England,E92000001,19+,25+,"Engineering and Manufacturing Technologies",One (most deprived),Intermediate Apprenticeship,Total,z,950,880
202324,Academic year,National,England,E92000001,19+,25+,"Engineering and Manufacturing Technologies",Two,Intermediate Apprenticeship,Total,z,730,870
202324,Academic year,National,England,E92000001,19+,25+,"Engineering and Manufacturing Technologies",Three,Intermediate Apprenticeship,Total,z,890,860
202324,Academic year,National,England,E92000001,19+,25+,"Engineering and Manufacturing Technologies",Four,Intermediate Apprenticeship,Total,z,500,590
202324,Academic year,National,England,E92000001,19+,25+,"Engineering and Manufacturing Technologies",Five (least deprived),Intermediate Apprenticeship,Total,z,320,380
202324,Academic year,National,England,E92000001,19+,25+,"Engineering and Manufacturing Technologies",Unknown,Intermediate Apprenticeship,Total,z,60,60
202324,Academic year,National,England,E92000001,19+,25+,"Engineering and Manufacturing Technologies",Total,Intermediate Apprenticeship,Level 2,z,3450,3640
202324,Academic year,National,England,E92000001,19+,25+,"Engineering and Manufacturing Technologies",One (most deprived),Intermediate Apprenticeship,Level 2,z,950,880
202324,Academic year,National,England,E92000001,19+,25+,"Engineering and Manufacturing Technologies",Two,Intermediate Apprenticeship,Level 2,z,730,870
202324,Academic year,National,England,E92000001,19+,25+,"Engineering and Manufacturing Technologies",Three,Intermediate Apprenticeship,Level 2,z,890,860
202324,Academic year,National,England,E92000001,19+,25+,"Engineering and Manufacturing Technologies",Four,Intermediate Apprenticeship,Level 2,z,500,590
202324,Academic year,National,England,E92000001,19+,25+,"Engineering and Manufacturing Technologies",Five (least deprived),Intermediate Apprenticeship,Level 2,z,320,380
202324,Academic year,National,England,E92000001,19+,25+,"Engineering and Manufacturing Technologies",Unknown,Intermediate Apprenticeship,Level 2,z,60,60
202324,Academic year,National,England,E92000001,19+,25+,"Engineering and Manufacturing Technologies",Total,Advanced Apprenticeship,Total,z,5120,3210
202324,Academic year,National,England,E92000001,19+,25+,"Engineering and Manufacturing Technologies",One (most deprived),Advanced Apprenticeship,Total,z,930,570
202324,Academic year,National,England,E92000001,19+,25+,"Engineering and Manufacturing Technologies",Two,Advanced Apprenticeship,Total,z,990,630
202324,Academic year,National,England,E92000001,19+,25+,"Engineering and Manufacturing Technologies",Three,Advanced Apprenticeship,Total,z,1100,720
202324,Academic year,National,England,E92000001,19+,25+,"Engineering and Manufacturing Technologies",Four,Advanced Apprenticeship,Total,z,1230,730
202324,Academic year,National,England,E92000001,19+,25+,"Engineering and Manufacturing Technologies",Five (least deprived),Advanced Apprenticeship,Total,z,790,480
202324,Academic year,National,England,E92000001,19+,25+,"Engineering and Manufacturing Technologies",Unknown,Advanced Apprenticeship,Total,z,90,80
202324,Academic year,National,England,E92000001,19+,25+,"Engineering and Manufacturing Technologies",Total,Advanced Apprenticeship,Level 3,z,5120,3210
202324,Academic year,National,England,E92000001,19+,25+,"Engineering and Manufacturing Technologies",One (most deprived),Advanced Apprenticeship,Level 3,z,930,570
202324,Academic year,National,England,E92000001,19+,25+,"Engineering and Manufacturing Technologies",Two,Advanced Apprenticeship,Level 3,z,990,630
202324,Academic year,National,England,E92000001,19+,25+,"Engineering and Manufacturing Technologies",Three,Advanced Apprenticeship,Level 3,z,1100,720
202324,Academic year,National,England,E92000001,19+,25+,"Engineering and Manufacturing Technologies",Four,Advanced Apprenticeship,Level 3,z,1230,730
202324,Academic year,National,England,E92000001,19+,25+,"Engineering and Manufacturing Technologies",Five (least deprived),Advanced Apprenticeship,Level 3,z,790,480
202324,Academic year,National,England,E92000001,19+,25+,"Engineering and Manufacturing Technologies",Unknown,Advanced Apprenticeship,Level 3,z,90,80
202324,Academic year,National,England,E92000001,19+,25+,"Engineering and Manufacturing Technologies",Total,Higher Apprenticeship,Total,z,1930,790
202324,Academic year,National,England,E92000001,19+,25+,"Engineering and Manufacturing Technologies",One (most deprived),Higher Apprenticeship,Total,z,290,120
202324,Academic year,National,England,E92000001,19+,25+,"Engineering and Manufacturing Technologies",Two,Higher Apprenticeship,Total,z,340,140
202324,Academic year,National,England,E92000001,19+,25+,"Engineering and Manufacturing Technologies",Three,Higher Apprenticeship,Total,z,400,190
202324,Academic year,National,England,E92000001,19+,25+,"Engineering and Manufacturing Technologies",Four,Higher Apprenticeship,Total,z,460,150
202324,Academic year,National,England,E92000001,19+,25+,"Engineering and Manufacturing Technologies",Five (least deprived),Higher Apprenticeship,Total,z,400,160
202324,Academic year,National,England,E92000001,19+,25+,"Engineering and Manufacturing Technologies",Unknown,Higher Apprenticeship,Total,z,40,20
202324,Academic year,National,England,E92000001,19+,25+,"Engineering and Manufacturing Technologies",Total,Higher Apprenticeship,Level 4,z,1150,530
202324,Academic year,National,England,E92000001,19+,25+,"Engineering and Manufacturing Technologies",One (most deprived),Higher Apprenticeship,Level 4,z,210,90
202324,Academic year,National,England,E92000001,19+,25+,"Engineering and Manufacturing Technologies",Two,Higher Apprenticeship,Level 4,z,220,100
202324,Academic year,National,England,E92000001,19+,25+,"Engineering and Manufacturing Technologies",Three,Higher Apprenticeship,Level 4,z,250,130
202324,Academic year,National,England,E92000001,19+,25+,"Engineering and Manufacturing Technologies",Four,Higher Apprenticeship,Level 4,z,250,90
202324,Academic year,National,England,E92000001,19+,25+,"Engineering and Manufacturing Technologies",Five (least deprived),Higher Apprenticeship,Level 4,z,220,110
202324,Academic year,National,England,E92000001,19+,25+,"Engineering and Manufacturing Technologies",Unknown,Higher Apprenticeship,Level 4,z,20,10
202324,Academic year,National,England,E92000001,19+,25+,"Engineering and Manufacturing Technologies",Total,Higher Apprenticeship,Level 5,z,140,20
202324,Academic year,National,England,E92000001,19+,25+,"Engineering and Manufacturing Technologies",One (most deprived),Higher Apprenticeship,Level 5,z,10,low
202324,Academic year,National,England,E92000001,19+,25+,"Engineering and Manufacturing Technologies",Two,Higher Apprenticeship,Level 5,z,20,low
202324,Academic year,National,England,E92000001,19+,25+,"Engineering and Manufacturing Technologies",Three,Higher Apprenticeship,Level 5,z,20,10
202324,Academic year,National,England,E92000001,19+,25+,"Engineering and Manufacturing Technologies",Four,Higher Apprenticeship,Level 5,z,60,10
202324,Academic year,National,England,E92000001,19+,25+,"Engineering and Manufacturing Technologies",Five (least deprived),Higher Apprenticeship,Level 5,z,20,low
202324,Academic year,National,England,E92000001,19+,25+,"Engineering and Manufacturing Technologies",Unknown,Higher Apprenticeship,Level 5,z,10,low
202324,Academic year,National,England,E92000001,19+,25+,"Engineering and Manufacturing Technologies",Total,Higher Apprenticeship,Level 6,z,440,120
202324,Academic year,National,England,E92000001,19+,25+,"Engineering and Manufacturing Technologies",One (most deprived),Higher Apprenticeship,Level 6,z,60,10
202324,Academic year,National,England,E92000001,19+,25+,"Engineering and Manufacturing Technologies",Two,Higher Apprenticeship,Level 6,z,70,20
202324,Academic year,National,England,E92000001,19+,25+,"Engineering and Manufacturing Technologies",Three,Higher Apprenticeship,Level 6,z,90,30
202324,Academic year,National,England,E92000001,19+,25+,"Engineering and Manufacturing Technologies",Four,Higher Apprenticeship,Level 6,z,110,40
202324,Academic year,National,England,E92000001,19+,25+,"Engineering and Manufacturing Technologies",Five (least deprived),Higher Apprenticeship,Level 6,z,110,20
202324,Academic year,National,England,E92000001,19+,25+,"Engineering and Manufacturing Technologies",Unknown,Higher Apprenticeship,Level 6,z,20,low
202324,Academic year,National,England,E92000001,19+,25+,"Engineering and Manufacturing Technologies",Total,Higher Apprenticeship,Level 7,z,200,110
202324,Academic year,National,England,E92000001,19+,25+,"Engineering and Manufacturing Technologies",One (most deprived),Higher Apprenticeship,Level 7,z,20,20
202324,Academic year,National,England,E92000001,19+,25+,"Engineering and Manufacturing Technologies",Two,Higher Apprenticeship,Level 7,z,30,20
202324,Academic year,National,England,E92000001,19+,25+,"Engineering and Manufacturing Technologies",Three,Higher Apprenticeship,Level 7,z,40,30
202324,Academic year,National,England,E92000001,19+,25+,"Engineering and Manufacturing Technologies",Four,Higher Apprenticeship,Level 7,z,50,20
202324,Academic year,National,England,E92000001,19+,25+,"Engineering and Manufacturing Technologies",Five (least deprived),Higher Apprenticeship,Level 7,z,60,30
202324,Academic year,National,England,E92000001,19+,25+,"Engineering and Manufacturing Technologies",Unknown,Higher Apprenticeship,Level 7,z,low,low
202324,Academic year,National,England,E92000001,19+,25+,"Health, Public Services and Care",Total,Total,Total,z,55990,27670
202324,Academic year,National,England,E92000001,19+,25+,"Health, Public Services and Care",One (most deprived),Total,Total,z,14790,6390
202324,Academic year,National,England,E92000001,19+,25+,"Health, Public Services and Care",Two,Total,Total,z,12780,6130
202324,Academic year,National,England,E92000001,19+,25+,"Health, Public Services and Care",Three,Total,Total,z,11130,5700
202324,Academic year,National,England,E92000001,19+,25+,"Health, Public Services and Care",Four,Total,Total,z,9840,5270
202324,Academic year,National,England,E92000001,19+,25+,"Health, Public Services and Care",Five (least deprived),Total,Total,z,7030,3970
202324,Academic year,National,England,E92000001,19+,25+,"Health, Public Services and Care",Unknown,Total,Total,z,420,200
202324,Academic year,National,England,E92000001,19+,25+,"Health, Public Services and Care",Total,Intermediate Apprenticeship,Total,z,7080,3900
202324,Academic year,National,England,E92000001,19+,25+,"Health, Public Services and Care",One (most deprived),Intermediate Apprenticeship,Total,z,2260,1120
202324,Academic year,National,England,E92000001,19+,25+,"Health, Public Services and Care",Two,Intermediate Apprenticeship,Total,z,1610,840
202324,Academic year,National,England,E92000001,19+,25+,"Health, Public Services and Care",Three,Intermediate Apprenticeship,Total,z,1240,730
202324,Academic year,National,England,E92000001,19+,25+,"Health, Public Services and Care",Four,Intermediate Apprenticeship,Total,z,1240,740
202324,Academic year,National,England,E92000001,19+,25+,"Health, Public Services and Care",Five (least deprived),Intermediate Apprenticeship,Total,z,700,460
202324,Academic year,National,England,E92000001,19+,25+,"Health, Public Services and Care",Unknown,Intermediate Apprenticeship,Total,z,40,20
202324,Academic year,National,England,E92000001,19+,25+,"Health, Public Services and Care",Total,Intermediate Apprenticeship,Level 2,z,7080,3900
202324,Academic year,National,England,E92000001,19+,25+,"Health, Public Services and Care",One (most deprived),Intermediate Apprenticeship,Level 2,z,2260,1120
202324,Academic year,National,England,E92000001,19+,25+,"Health, Public Services and Care",Two,Intermediate Apprenticeship,Level 2,z,1610,840
202324,Academic year,National,England,E92000001,19+,25+,"Health, Public Services and Care",Three,Intermediate Apprenticeship,Level 2,z,1240,730
202324,Academic year,National,England,E92000001,19+,25+,"Health, Public Services and Care",Four,Intermediate Apprenticeship,Level 2,z,1240,740
202324,Academic year,National,England,E92000001,19+,25+,"Health, Public Services and Care",Five (least deprived),Intermediate Apprenticeship,Level 2,z,700,460
202324,Academic year,National,England,E92000001,19+,25+,"Health, Public Services and Care",Unknown,Intermediate Apprenticeship,Level 2,z,40,20
202324,Academic year,National,England,E92000001,19+,25+,"Health, Public Services and Care",Total,Advanced Apprenticeship,Total,z,19650,9720
202324,Academic year,National,England,E92000001,19+,25+,"Health, Public Services and Care",One (most deprived),Advanced Apprenticeship,Total,z,5340,2320
202324,Academic year,National,England,E92000001,19+,25+,"Health, Public Services and Care",Two,Advanced Apprenticeship,Total,z,4580,2150
202324,Academic year,National,England,E92000001,19+,25+,"Health, Public Services and Care",Three,Advanced Apprenticeship,Total,z,3830,1970
202324,Academic year,National,England,E92000001,19+,25+,"Health, Public Services and Care",Four,Advanced Apprenticeship,Total,z,3270,1780
202324,Academic year,National,England,E92000001,19+,25+,"Health, Public Services and Care",Five (least deprived),Advanced Apprenticeship,Total,z,2430,1400
202324,Academic year,National,England,E92000001,19+,25+,"Health, Public Services and Care",Unknown,Advanced Apprenticeship,Total,z,200,90
202324,Academic year,National,England,E92000001,19+,25+,"Health, Public Services and Care",Total,Advanced Apprenticeship,Level 3,z,19650,9720
202324,Academic year,National,England,E92000001,19+,25+,"Health, Public Services and Care",One (most deprived),Advanced Apprenticeship,Level 3,z,5340,2320
202324,Academic year,National,England,E92000001,19+,25+,"Health, Public Services and Care",Two,Advanced Apprenticeship,Level 3,z,4580,2150
202324,Academic year,National,England,E92000001,19+,25+,"Health, Public Services and Care",Three,Advanced Apprenticeship,Level 3,z,3830,1970
202324,Academic year,National,England,E92000001,19+,25+,"Health, Public Services and Care",Four,Advanced Apprenticeship,Level 3,z,3270,1780
202324,Academic year,National,England,E92000001,19+,25+,"Health, Public Services and Care",Five (least deprived),Advanced Apprenticeship,Level 3,z,2430,1400
202324,Academic year,National,England,E92000001,19+,25+,"Health, Public Services and Care",Unknown,Advanced Apprenticeship,Level 3,z,200,90
202324,Academic year,National,England,E92000001,19+,25+,"Health, Public Services and Care",Total,Higher Apprenticeship,Total,z,29260,14050
202324,Academic year,National,England,E92000001,19+,25+,"Health, Public Services and Care",One (most deprived),Higher Apprenticeship,Total,z,7180,2960
202324,Academic year,National,England,E92000001,19+,25+,"Health, Public Services and Care",Two,Higher Apprenticeship,Total,z,6590,3140
202324,Academic year,National,England,E92000001,19+,25+,"Health, Public Services and Care",Three,Higher Apprenticeship,Total,z,6060,3000
202324,Academic year,National,England,E92000001,19+,25+,"Health, Public Services and Care",Four,Higher Apprenticeship,Total,z,5340,2760
202324,Academic year,National,England,E92000001,19+,25+,"Health, Public Services and Care",Five (least deprived),Higher Apprenticeship,Total,z,3900,2110
202324,Academic year,National,England,E92000001,19+,25+,"Health, Public Services and Care",Unknown,Higher Apprenticeship,Total,z,190,90
202324,Academic year,National,England,E92000001,19+,25+,"Health, Public Services and Care",Total,Higher Apprenticeship,Level 4,z,9140,2920
202324,Academic year,National,England,E92000001,19+,25+,"Health, Public Services and Care",One (most deprived),Higher Apprenticeship,Level 4,z,2670,650
202324,Academic year,National,England,E92000001,19+,25+,"Health, Public Services and Care",Two,Higher Apprenticeship,Level 4,z,2030,640
202324,Academic year,National,England,E92000001,19+,25+,"Health, Public Services and Care",Three,Higher Apprenticeship,Level 4,z,1770,670
202324,Academic year,National,England,E92000001,19+,25+,"Health, Public Services and Care",Four,Higher Apprenticeship,Level 4,z,1560,580
202324,Academic year,National,England,E92000001,19+,25+,"Health, Public Services and Care",Five (least deprived),Higher Apprenticeship,Level 4,z,1020,370
202324,Academic year,National,England,E92000001,19+,25+,"Health, Public Services and Care",Unknown,Higher Apprenticeship,Level 4,z,90,20
202324,Academic year,National,England,E92000001,19+,25+,"Health, Public Services and Care",Total,Higher Apprenticeship,Level 5,z,10680,4720
202324,Academic year,National,England,E92000001,19+,25+,"Health, Public Services and Care",One (most deprived),Higher Apprenticeship,Level 5,z,2780,1170
202324,Academic year,National,England,E92000001,19+,25+,"Health, Public Services and Care",Two,Higher Apprenticeship,Level 5,z,2540,1110
202324,Academic year,National,England,E92000001,19+,25+,"Health, Public Services and Care",Three,Higher Apprenticeship,Level 5,z,2200,930
202324,Academic year,National,England,E92000001,19+,25+,"Health, Public Services and Care",Four,Higher Apprenticeship,Level 5,z,1800,860
202324,Academic year,National,England,E92000001,19+,25+,"Health, Public Services and Care",Five (least deprived),Higher Apprenticeship,Level 5,z,1310,630
202324,Academic year,National,England,E92000001,19+,25+,"Health, Public Services and Care",Unknown,Higher Apprenticeship,Level 5,z,50,30
202324,Academic year,National,England,E92000001,19+,25+,"Health, Public Services and Care",Total,Higher Apprenticeship,Level 6,z,7480,5300
202324,Academic year,National,England,E92000001,19+,25+,"Health, Public Services and Care",One (most deprived),Higher Apprenticeship,Level 6,z,1470,970
202324,Academic year,National,England,E92000001,19+,25+,"Health, Public Services and Care",Two,Higher Apprenticeship,Level 6,z,1620,1200
202324,Academic year,National,England,E92000001,19+,25+,"Health, Public Services and Care",Three,Higher Apprenticeship,Level 6,z,1650,1160
202324,Academic year,National,England,E92000001,19+,25+,"Health, Public Services and Care",Four,Higher Apprenticeship,Level 6,z,1520,1060
202324,Academic year,National,England,E92000001,19+,25+,"Health, Public Services and Care",Five (least deprived),Higher Apprenticeship,Level 6,z,1190,880
202324,Academic year,National,England,E92000001,19+,25+,"Health, Public Services and Care",Unknown,Higher Apprenticeship,Level 6,z,40,40
202324,Academic year,National,England,E92000001,19+,25+,"Health, Public Services and Care",Total,Higher Apprenticeship,Level 7,z,1970,1100
202324,Academic year,National,England,E92000001,19+,25+,"Health, Public Services and Care",One (most deprived),Higher Apprenticeship,Level 7,z,270,170
202324,Academic year,National,England,E92000001,19+,25+,"Health, Public Services and Care",Two,Higher Apprenticeship,Level 7,z,410,200
202324,Academic year,National,England,E92000001,19+,25+,"Health, Public Services and Care",Three,Higher Apprenticeship,Level 7,z,450,240
202324,Academic year,National,England,E92000001,19+,25+,"Health, Public Services and Care",Four,Higher Apprenticeship,Level 7,z,460,250
202324,Academic year,National,England,E92000001,19+,25+,"Health, Public Services and Care",Five (least deprived),Higher Apprenticeship,Level 7,z,380,230
202324,Academic year,National,England,E92000001,19+,25+,"Health, Public Services and Care",Unknown,Higher Apprenticeship,Level 7,z,10,10
202324,Academic year,National,England,E92000001,19+,25+,"History, Philosophy and Theology",Total,Total,Total,z,10,low
202324,Academic year,National,England,E92000001,19+,25+,"History, Philosophy and Theology",One (most deprived),Total,Total,z,low,low
202324,Academic year,National,England,E92000001,19+,25+,"History, Philosophy and Theology",Two,Total,Total,z,low,low
202324,Academic year,National,England,E92000001,19+,25+,"History, Philosophy and Theology",Three,Total,Total,z,low,low
202324,Academic year,National,England,E92000001,19+,25+,"History, Philosophy and Theology",Four,Total,Total,z,low,low
202324,Academic year,National,England,E92000001,19+,25+,"History, Philosophy and Theology",Five (least deprived),Total,Total,z,low,low
202324,Academic year,National,England,E92000001,19+,25+,"History, Philosophy and Theology",Total,Advanced Apprenticeship,Total,z,low,low
202324,Academic year,National,England,E92000001,19+,25+,"History, Philosophy and Theology",One (most deprived),Advanced Apprenticeship,Total,z,low,low
202324,Academic year,National,England,E92000001,19+,25+,"History, Philosophy and Theology",Three,Advanced Apprenticeship,Total,z,low,low
202324,Academic year,National,England,E92000001,19+,25+,"History, Philosophy and Theology",Four,Advanced Apprenticeship,Total,z,low,low
202324,Academic year,National,England,E92000001,19+,25+,"History, Philosophy and Theology",Total,Advanced Apprenticeship,Level 3,z,low,low
202324,Academic year,National,England,E92000001,19+,25+,"History, Philosophy and Theology",One (most deprived),Advanced Apprenticeship,Level 3,z,low,low
202324,Academic year,National,England,E92000001,19+,25+,"History, Philosophy and Theology",Three,Advanced Apprenticeship,Level 3,z,low,low
202324,Academic year,National,England,E92000001,19+,25+,"History, Philosophy and Theology",Four,Advanced Apprenticeship,Level 3,z,low,low
202324,Academic year,National,England,E92000001,19+,25+,"History, Philosophy and Theology",Total,Higher Apprenticeship,Total,z,10,low
202324,Academic year,National,England,E92000001,19+,25+,"History, Philosophy and Theology",One (most deprived),Higher Apprenticeship,Total,z,low,low
202324,Academic year,National,England,E92000001,19+,25+,"History, Philosophy and Theology",Two,Higher Apprenticeship,Total,z,low,low
202324,Academic year,National,England,E92000001,19+,25+,"History, Philosophy and Theology",Three,Higher Apprenticeship,Total,z,low,low
202324,Academic year,National,England,E92000001,19+,25+,"History, Philosophy and Theology",Four,Higher Apprenticeship,Total,z,low,low
202324,Academic year,National,England,E92000001,19+,25+,"History, Philosophy and Theology",Five (least deprived),Higher Apprenticeship,Total,z,low,low
202324,Academic year,National,England,E92000001,19+,25+,"History, Philosophy and Theology",Total,Higher Apprenticeship,Level 7,z,10,low
202324,Academic year,National,England,E92000001,19+,25+,"History, Philosophy and Theology",One (most deprived),Higher Apprenticeship,Level 7,z,low,low
202324,Academic year,National,England,E92000001,19+,25+,"History, Philosophy and Theology",Two,Higher Apprenticeship,Level 7,z,low,low
202324,Academic year,National,England,E92000001,19+,25+,"History, Philosophy and Theology",Three,Higher Apprenticeship,Level 7,z,low,low
202324,Academic year,National,England,E92000001,19+,25+,"History, Philosophy and Theology",Four,Higher Apprenticeship,Level 7,z,low,low
202324,Academic year,National,England,E92000001,19+,25+,"History, Philosophy and Theology",Five (least deprived),Higher Apprenticeship,Level 7,z,low,low
202324,Academic year,National,England,E92000001,19+,25+,"Leisure, Travel and Tourism",Total,Total,Total,z,630,200
202324,Academic year,National,England,E92000001,19+,25+,"Leisure, Travel and Tourism",One (most deprived),Total,Total,z,100,30
202324,Academic year,National,England,E92000001,19+,25+,"Leisure, Travel and Tourism",Two,Total,Total,z,130,50
202324,Academic year,National,England,E92000001,19+,25+,"Leisure, Travel and Tourism",Three,Total,Total,z,120,40
202324,Academic year,National,England,E92000001,19+,25+,"Leisure, Travel and Tourism",Four,Total,Total,z,140,40
202324,Academic year,National,England,E92000001,19+,25+,"Leisure, Travel and Tourism",Five (least deprived),Total,Total,z,130,50
202324,Academic year,National,England,E92000001,19+,25+,"Leisure, Travel and Tourism",Unknown,Total,Total,z,10,low
202324,Academic year,National,England,E92000001,19+,25+,"Leisure, Travel and Tourism",Total,Intermediate Apprenticeship,Total,z,60,20
202324,Academic year,National,England,E92000001,19+,25+,"Leisure, Travel and Tourism",One (most deprived),Intermediate Apprenticeship,Total,z,20,10
202324,Academic year,National,England,E92000001,19+,25+,"Leisure, Travel and Tourism",Two,Intermediate Apprenticeship,Total,z,20,10
202324,Academic year,National,England,E92000001,19+,25+,"Leisure, Travel and Tourism",Three,Intermediate Apprenticeship,Total,z,10,low
202324,Academic year,National,England,E92000001,19+,25+,"Leisure, Travel and Tourism",Four,Intermediate Apprenticeship,Total,z,10,low
202324,Academic year,National,England,E92000001,19+,25+,"Leisure, Travel and Tourism",Five (least deprived),Intermediate Apprenticeship,Total,z,10,10
202324,Academic year,National,England,E92000001,19+,25+,"Leisure, Travel and Tourism",Total,Intermediate Apprenticeship,Level 2,z,60,20
202324,Academic year,National,England,E92000001,19+,25+,"Leisure, Travel and Tourism",One (most deprived),Intermediate Apprenticeship,Level 2,z,20,10
202324,Academic year,National,England,E92000001,19+,25+,"Leisure, Travel and Tourism",Two,Intermediate Apprenticeship,Level 2,z,20,10
202324,Academic year,National,England,E92000001,19+,25+,"Leisure, Travel and Tourism",Three,Intermediate Apprenticeship,Level 2,z,10,low
202324,Academic year,National,England,E92000001,19+,25+,"Leisure, Travel and Tourism",Four,Intermediate Apprenticeship,Level 2,z,10,low
202324,Academic year,National,England,E92000001,19+,25+,"Leisure, Travel and Tourism",Five (least deprived),Intermediate Apprenticeship,Level 2,z,10,10
202324,Academic year,National,England,E92000001,19+,25+,"Leisure, Travel and Tourism",Total,Advanced Apprenticeship,Total,z,450,150
202324,Academic year,National,England,E92000001,19+,25+,"Leisure, Travel and Tourism",One (most deprived),Advanced Apprenticeship,Total,z,70,20
202324,Academic year,National,England,E92000001,19+,25+,"Leisure, Travel and Tourism",Two,Advanced Apprenticeship,Total,z,90,30
202324,Academic year,National,England,E92000001,19+,25+,"Leisure, Travel and Tourism",Three,Advanced Apprenticeship,Total,z,80,30
202324,Academic year,National,England,E92000001,19+,25+,"Leisure, Travel and Tourism",Four,Advanced Apprenticeship,Total,z,110,30
202324,Academic year,National,England,E92000001,19+,25+,"Leisure, Travel and Tourism",Five (least deprived),Advanced Apprenticeship,Total,z,100,30
202324,Academic year,National,England,E92000001,19+,25+,"Leisure, Travel and Tourism",Unknown,Advanced Apprenticeship,Total,z,10,low
202324,Academic year,National,England,E92000001,19+,25+,"Leisure, Travel and Tourism",Total,Advanced Apprenticeship,Level 3,z,450,150
202324,Academic year,National,England,E92000001,19+,25+,"Leisure, Travel and Tourism",One (most deprived),Advanced Apprenticeship,Level 3,z,70,20
202324,Academic year,National,England,E92000001,19+,25+,"Leisure, Travel and Tourism",Two,Advanced Apprenticeship,Level 3,z,90,30
202324,Academic year,National,England,E92000001,19+,25+,"Leisure, Travel and Tourism",Three,Advanced Apprenticeship,Level 3,z,80,30
202324,Academic year,National,England,E92000001,19+,25+,"Leisure, Travel and Tourism",Four,Advanced Apprenticeship,Level 3,z,110,30
202324,Academic year,National,England,E92000001,19+,25+,"Leisure, Travel and Tourism",Five (least deprived),Advanced Apprenticeship,Level 3,z,100,30
202324,Academic year,National,England,E92000001,19+,25+,"Leisure, Travel and Tourism",Unknown,Advanced Apprenticeship,Level 3,z,10,low
202324,Academic year,National,England,E92000001,19+,25+,"Leisure, Travel and Tourism",Total,Higher Apprenticeship,Total,z,120,30
202324,Academic year,National,England,E92000001,19+,25+,"Leisure, Travel and Tourism",One (most deprived),Higher Apprenticeship,Total,z,20,low
202324,Academic year,National,England,E92000001,19+,25+,"Leisure, Travel and Tourism",Two,Higher Apprenticeship,Total,z,20,10
202324,Academic year,National,England,E92000001,19+,25+,"Leisure, Travel and Tourism",Three,Higher Apprenticeship,Total,z,30,10
202324,Academic year,National,England,E92000001,19+,25+,"Leisure, Travel and Tourism",Four,Higher Apprenticeship,Total,z,20,10
202324,Academic year,National,England,E92000001,19+,25+,"Leisure, Travel and Tourism",Five (least deprived),Higher Apprenticeship,Total,z,20,10
202324,Academic year,National,England,E92000001,19+,25+,"Leisure, Travel and Tourism",Unknown,Higher Apprenticeship,Total,z,low,low
202324,Academic year,National,England,E92000001,19+,25+,"Leisure, Travel and Tourism",Total,Higher Apprenticeship,Level 4,z,40,30
202324,Academic year,National,England,E92000001,19+,25+,"Leisure, Travel and Tourism",One (most deprived),Higher Apprenticeship,Level 4,z,10,low
202324,Academic year,National,England,E92000001,19+,25+,"Leisure, Travel and Tourism",Two,Higher Apprenticeship,Level 4,z,10,10
202324,Academic year,National,England,E92000001,19+,25+,"Leisure, Travel and Tourism",Three,Higher Apprenticeship,Level 4,z,10,10
202324,Academic year,National,England,E92000001,19+,25+,"Leisure, Travel and Tourism",Four,Higher Apprenticeship,Level 4,z,10,10
202324,Academic year,National,England,E92000001,19+,25+,"Leisure, Travel and Tourism",Five (least deprived),Higher Apprenticeship,Level 4,z,10,10
202324,Academic year,National,England,E92000001,19+,25+,"Leisure, Travel and Tourism",Unknown,Higher Apprenticeship,Level 4,z,low,low
202324,Academic year,National,England,E92000001,19+,25+,"Leisure, Travel and Tourism",Total,Higher Apprenticeship,Level 5,z,40,low
202324,Academic year,National,England,E92000001,19+,25+,"Leisure, Travel and Tourism",One (most deprived),Higher Apprenticeship,Level 5,z,10,low
202324,Academic year,National,England,E92000001,19+,25+,"Leisure, Travel and Tourism",Two,Higher Apprenticeship,Level 5,z,10,low
202324,Academic year,National,England,E92000001,19+,25+,"Leisure, Travel and Tourism",Three,Higher Apprenticeship,Level 5,z,10,low
202324,Academic year,National,England,E92000001,19+,25+,"Leisure, Travel and Tourism",Four,Higher Apprenticeship,Level 5,z,10,low
202324,Academic year,National,England,E92000001,19+,25+,"Leisure, Travel and Tourism",Five (least deprived),Higher Apprenticeship,Level 5,z,10,low
202324,Academic year,National,England,E92000001,19+,25+,"Leisure, Travel and Tourism",Unknown,Higher Apprenticeship,Level 5,z,low,low
202324,Academic year,National,England,E92000001,19+,25+,"Leisure, Travel and Tourism",Total,Higher Apprenticeship,Level 7,z,30,low
202324,Academic year,National,England,E92000001,19+,25+,"Leisure, Travel and Tourism",One (most deprived),Higher Apprenticeship,Level 7,z,low,low
